EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,Attrition
646,54,Male,Research & Development,Research Scientist,Below College,Married,8886,19,1,2,Yes,17,Yes
647,37,Male,Research & Development,Senior Scientist,Master,Divorced,5577,17,2,2,No,13,Yes
648,31,Female,Sales,Manager,Bachelor,Divorced,7034,29,3,3,Yes,28,No
649,38,Male,Research & Development,Senior Scientist,Master,Divorced,2000,9,3,2,No,12,No
650,54,Female,Research & Development,Laboratory Technician,Below College,Married,11655,21,1,1,No,26,Yes
651,23,Female,Research & Development,Laboratory Technician,Bachelor,Married,5582,11,2,2,No,11,No
652,35,Male,Research & Development,Research Scientist,College,Single,6041,30,3,1,Yes,28,No
653,48,Female,Sales,Manager,Bachelor,Divorced,2179,27,2,2,No,18,No
654,58,Female,Sales,Sales Representative,College,Married,6454,25,3,2,Yes,5,No
655,36,Female,Research & Development,Research Scientist,Doctor,Single,7181,11,2,2,No,1,No
656,41,Female,Research & Development,Manager,Doctor,Single,7543,23,2,2,Yes,6,No
657,52,Male,Sales,Manager,Doctor,Single,2000,27,1,3,Yes,10,No
658,59,Female,Sales,Manager,College,Married,8294,0,4,1,No,2,No
659,44,Male,Sales,Manager,College,Married,11534,3,1,1,No,18,No
660,23,Male,Research & Development,Research Scientist,Doctor,Single,7905,18,2,1,Yes,26,No
661,50,Female,Sales,Sales Executive,Master,Married,6425,3,1,1,No,18,No
662,50,Female,Research & Development,Senior Scientist,Bachelor,Single,6060,27,3,1,No,10,No
663,32,Male,Research & Development,Senior Scientist,Below College,Single,7688,22,3,3,No,27,No
664,26,Female,Research & Development,Manager,Doctor,Single,2132,32,3,2,Yes,2,No
665,53,Female,Research & Development,Laboratory Technician,Doctor,Divorced,4242,20,4,2,Yes,12,No
666,54,Male,Sales,Sales Representative,College,Married,3999,17,1,3,No,15,No
667,40,Male,Research & Development,Laboratory Technician,College,Married,6918,9,2,1,Yes,5,No
668,40,Female,Sales,Manager,Doctor,Divorced,9405,16,1,2,Yes,11,No
669,48,Male,Research & Development,Research Scientist,Below College,Married,7130,4,2,2,Yes,11,No
670,18,Female,Research & Development,Research Scientist,Master,Married,9652,24,3,1,No,12,No
671,39,Female,Human Resources,Manager,College,Married,6571,15,4,1,No,16,No
672,25,Female,Research & Development,Senior Scientist,Doctor,Married,4720,18,3,2,No,21,No
673,27,Female,Research & Development,Laboratory Technician,College,Married,3173,5,2,2,No,7,No
674,23,Male,Research & Development,Research Scientist,Doctor,Divorced,2000,15,2,1,No,7,Yes
675,48,Female,Research & Development,Manager,College,Single,8110,24,2,2,No,28,Yes
676,38,Female,Research & Development,Manager,College,Divorced,4258,1,2,2,No,28,Yes
677,21,Male,Sales,Sales Representative,College,Divorced,4050,1,3,1,No,29,No
678,48,Female,Research & Development,Laboratory Technician,College,Married,5509,17,2,1,Yes,19,No
679,20,Female,Research & Development,Manager,Below College,Single,5261,29,1,1,Yes,20,Yes
680,25,Female,Sales,Manager,Bachelor,Married,9536,29,4,3,Yes,20,No
681,26,Female,Research & Development,Research Scientist,Master,Single,8940,12,3,2,Yes,19,No
682,19,Female,Sales,Sales Executive,Doctor,Married,9998,8,1,2,No,20,Yes
683,30,Female,Sales,Sales Representative,Bachelor,Divorced,2000,2,1,2,No,21,Yes
684,50,Female,Research & Development,Research Scientist,Bachelor,Divorced,3273,17,3,2,No,1,No
685,59,Female,Research & Development,Manager,Below College,Married,4406,24,4,2,Yes,19,Yes
686,42,Female,Research & Development,Senior Scientist,Below College,Married,5193,22,1,3,Yes,8,Yes
687,32,Male,Sales,Sales Executive,Bachelor,Married,3870,9,1,3,No,27,No
688,24,Male,Research & Development,Research Scientist,Below College,Single,2000,14,3,3,Yes,12,No
689,58,Male,Sales,Sales Executive,College,Married,8375,17,3,3,No,8,No
690,21,Male,Sales,Sales Representative,Master,Divorced,4375,9,4,2,No,12,No
691,54,Male,Research & Development,Laboratory Technician,Master,Single,5270,8,2,2,No,25,No
692,18,Male,Research & Development,Laboratory Technician,Below College,Divorced,9820,7,1,1,No,19,No
693,33,Male,Research & Development,Laboratory Technician,College,Married,2000,24,4,3,No,12,No
694,32,Male,Research & Development,Manager,College,Married,9585,26,2,3,No,8,No
695,59,Male,Research & Development,Manager,Below College,Divorced,8600,16,3,3,Yes,20,No
696,36,Female,Research & Development,Senior Scientist,Doctor,Divorced,11590,21,3,2,Yes,28,No
697,34,Male,Research & Development,Research Scientist,Master,Married,9400,17,3,2,Yes,6,Yes
698,27,Female,Sales,Manager,Master,Divorced,7299,30,3,2,No,10,No
699,54,Male,Research & Development,Laboratory Technician,Bachelor,Married,4318,11,4,3,Yes,10,No
700,57,Female,Sales,Sales Executive,Bachelor,Married,7703,25,2,1,Yes,17,No
701,24,Female,Sales,Sales Representative,College,Married,10458,21,2,3,No,9,No
702,20,Male,Research & Development,Laboratory Technician,Below College,Single,6907,30,4,2,No,3,No
703,38,Male,Research & Development,Laboratory Technician,Master,Divorced,5701,13,3,3,No,6,No
704,55,Female,Research & Development,Laboratory Technician,College,Single,7857,8,4,3,No,27,No
705,30,Male,Sales,Sales Executive,Master,Divorced,9946,18,4,2,No,14,No
706,46,Male,Sales,Sales Representative,Master,Single,4821,28,4,2,No,3,No
707,23,Female,Research & Development,Research Scientist,Bachelor,Divorced,9710,2,3,1,Yes,15,No
708,43,Male,Research & Development,Senior Scientist,College,Married,2000,13,1,1,No,5,Yes
709,56,Female,Research & Development,Manager,College,Single,7482,26,3,1,No,20,Yes
710,30,Male,Research & Development,Manager,Master,Single,7735,25,2,1,No,4,No
711,33,Male,Research & Development,Manager,Doctor,Divorced,6645,30,4,1,No,23,Yes
712,41,Female,Research & Development,Laboratory Technician,Master,Married,4990,23,3,1,Yes,27,No
713,21,Male,Research & Development,Research Scientist,Below College,Single,3174,16,4,3,No,21,No
714,18,Female,Sales,Sales Representative,Doctor,Married,10564,30,2,1,Yes,18,Yes
715,22,Female,Research & Development,Laboratory Technician,Master,Married,7023,20,4,1,No,15,No
716,45,Male,Sales,Sales Executive,Doctor,Divorced,5097,29,1,1,No,17,No
717,41,Female,Research & Development,Research Scientist,Below College,Single,3388,2,1,3,No,29,No
718,53,Male,Research & Development,Research Scientist,Below College,Single,6433,11,4,2,No,25,No
719,59,Male,Research & Development,Research Scientist,Below College,Divorced,5033,15,2,2,No,24,No
720,42,Female,Sales,Sales Representative,Doctor,Divorced,6035,29,3,3,No,29,No
721,48,Female,Sales,Sales Representative,Below College,Divorced,6572,20,2,3,No,20,No
722,37,Female,Research & Development,Senior Scientist,Below College,Single,8244,10,2,3,No,22,No
723,54,Female,Research & Development,Manager,Below College,Divorced,14245,25,1,3,No,13,No
724,45,Male,Research & Development,Manager,Master,Divorced,5854,1,1,2,Yes,9,No
725,19,Female,Sales,Manager,Master,Divorced,2224,16,3,3,No,13,No
726,57,Female,Sales,Sales Executive,College,Single,4857,22,2,2,No,1,No
727,24,Female,Sales,Sales Representative,Doctor,Married,9956,15,3,1,No,6,No
728,48,Female,Research & Development,Research Scientist,Doctor,Divorced,11644,2,2,3,Yes,7,No
729,18,Male,Research & Development,Senior Scientist,Bachelor,Single,8484,2,1,1,Yes,10,No
730,45,Male,Research & Development,Senior Scientist,Master,Divorced,7524,3,3,1,No,10,No
731,18,Male,Research & Development,Laboratory Technician,Doctor,Married,6103,28,1,1,Yes,29,No
732,44,Male,Sales,Sales Representative,Bachelor,Divorced,7043,20,1,3,Yes,5,Yes
733,52,Female,Research & Development,Research Scientist,Bachelor,Single,5811,2,1,1,No,14,No
734,31,Female,Research & Development,Research Scientist,Below College,Single,5163,11,3,3,No,1,No
735,33,Male,Research & Development,Manager,Below College,Married,8490,23,2,1,No,3,Yes
736,45,Male,Sales,Sales Executive,Doctor,Single,7618,32,2,1,No,24,No
737,39,Male,Research & Development,Senior Scientist,Doctor,Divorced,9221,6,1,1,No,29,No
738,22,Male,Research & Development,Laboratory Technician,Below College,Single,7023,33,2,2,No,7,No
739,25,Female,Research & Development,Research Scientist,Doctor,Single,9452,11,1,2,No,28,No
740,33,Female,Research & Development,Manager,College,Married,7508,2,2,1,Yes,9,No
741,38,Male,Sales,Manager,Below College,Divorced,6136,20,3,2,No,25,No
742,37,Female,Sales,Sales Representative,Below College,Married,3585,28,2,1,No,6,No
743,35,Female,Research & Development,Manager,Master,Single,4468,32,3,1,Yes,26,No
744,49,Male,Sales,Sales Executive,Below College,Divorced,11763,11,3,1,No,22,Yes
745,31,Male,Human Resources,Manager,College,Married,12262,32,4,3,No,9,No
746,25,Female,Research & Development,Senior Scientist,College,Single,5974,32,1,2,No,5,No
747,18,Male,Research & Development,Laboratory Technician,Doctor,Divorced,8410,18,2,2,No,1,No
748,33,Male,Research & Development,Manager,Below College,Divorced,4313,13,3,1,Yes,25,No
749,46,Female,Research & Development,Senior Scientist,Master,Single,7932,11,1,3,No,25,No
750,58,Female,Research & Development,Research Scientist,College,Single,3977,26,4,1,No,2,No
751,40,Male,Research & Development,Manager,College,Single,6905,9,1,1,No,2,No
752,34,Male,Sales,Sales Representative,Master,Single,3856,8,4,2,No,18,No
753,25,Male,Sales,Sales Executive,Below College,Single,6262,30,1,1,No,7,No
754,34,Female,Research & Development,Research Scientist,Below College,Married,6310,24,3,1,No,16,No
755,25,Male,Research & Development,Senior Scientist,College,Married,6597,4,1,1,Yes,3,Yes
756,57,Male,Research & Development,Manager,Doctor,Married,8365,17,3,3,No,6,No
757,48,Male,Research & Development,Senior Scientist,Bachelor,Divorced,6962,25,4,1,Yes,1,Yes
758,31,Female,Sales,Manager,Master,Divorced,7631,18,3,2,No,19,Yes
759,31,Male,Sales,Sales Executive,Master,Married,4585,22,3,2,No,13,No
760,18,Female,Sales,Manager,Doctor,Married,6263,10,1,3,No,28,No
761,43,Female,Sales,Sales Executive,Doctor,Single,10924,7,2,1,Yes,24,No
762,42,Female,Research & Development,Laboratory Technician,Master,Single,6820,1,2,1,Yes,12,No
763,50,Female,Sales,Sales Representative,Doctor,Married,7879,5,2,3,Yes,13,No
764,24,Male,Research & Development,Research Scientist,College,Married,5639,12,3,3,No,29,No
765,52,Male,Sales,Sales Executive,College,Divorced,9856,12,2,2,No,4,No
766,40,Male,Sales,Manager,Doctor,Single,8255,20,1,3,No,28,No
767,58,Male,Research & Development,Manager,Master,Married,7575,22,2,1,Yes,24,Yes
768,29,Male,Research & Development,Manager,Doctor,Divorced,8615,27,4,2,No,27,Yes
769,35,Male,Sales,Sales Executive,Below College,Divorced,2310,32,3,1,Yes,18,Yes
770,52,Female,Research & Development,Laboratory Technician,Master,Divorced,6771,10,1,1,No,16,Yes
771,55,Male,Research & Development,Senior Scientist,Below College,Divorced,10478,16,2,2,No,3,No
772,30,Female,Sales,Sales Representative,Bachelor,Married,8691,15,2,3,No,9,No
773,57,Male,Research & Development,Manager,Bachelor,Single,2010,12,4,1,No,23,Yes
774,23,Female,Sales,Sales Executive,Master,Married,2541,17,4,3,No,18,No
775,57,Male,Sales,Sales Executive,Below College,Married,2827,5,2,2,No,17,No
776,52,Female,Research & Development,Research Scientist,Bachelor,Married,5644,26,3,3,No,22,No
777,26,Female,Research & Development,Laboratory Technician,Doctor,Divorced,2934,22,1,3,Yes,19,Yes
778,40,Female,Sales,Manager,Bachelor,Married,7484,10,3,3,Yes,1,No
779,40,Male,Research & Development,Laboratory Technician,Bachelor,Single,10917,11,3,2,Yes,19,No
780,44,Male,Research & Development,Laboratory Technician,Below College,Married,3839,4,3,1,No,15,No
781,30,Male,Sales,Manager,Doctor,Married,11396,16,1,1,No,14,No
782,53,Male,Research & Development,Laboratory Technician,College,Divorced,8595,2,2,3,No,28,No
783,24,Female,Sales,Sales Representative,Doctor,Divorced,12479,4,3,1,No,29,No
784,47,Male,Research & Development,Manager,Doctor,Married,4581,2,3,2,No,29,No
785,59,Male,Research & Development,Research Scientist,Doctor,Single,5674,31,4,2,No,29,No
786,48,Male,Research & Development,Research Scientist,Doctor,Divorced,10467,1,2,1,No,3,Yes
787,37,Male,Research & Development,Research Scientist,College,Married,5978,19,1,2,No,27,Yes
788,30,Female,Research & Development,Research Scientist,Bachelor,Married,4324,7,2,2,No,10,No
789,20,Female,Sales,Manager,Master,Married,2934,33,1,1,No,7,No
790,59,Male,Research & Development,Laboratory Technician,Doctor,Single,5317,20,2,3,Yes,15,No
791,34,Male,Research & Development,Manager,College,Married,8434,30,3,1,No,27,No
792,49,Male,Sales,Sales Executive,Master,Divorced,8044,12,4,1,No,8,No
793,56,Male,Research & Development,Senior Scientist,Master,Married,8078,1,3,3,No,17,No
794,51,Male,Sales,Manager,College,Married,6127,22,1,2,No,28,No
795,40,Male,Research & Development,Research Scientist,Below College,Single,7736,32,3,3,No,16,No
796,46,Female,Research & Development,Senior Scientist,College,Divorced,7251,23,1,3,Yes,29,No
797,43,Female,Sales,Manager,Master,Married,7738,27,3,2,Yes,26,Yes
798,31,Female,Research & Development,Laboratory Technician,Bachelor,Married,6189,16,2,2,No,2,No
799,42,Female,Sales,Sales Representative,College,Divorced,4302,3,1,3,Yes,13,Yes
800,51,Male,Research & Development,Senior Scientist,Master,Married,7241,4,2,1,No,22,Yes
801,46,Female,Research & Development,Research Scientist,Bachelor,Married,5937,9,2,2,No,26,Yes
802,42,Male,Research & Development,Manager,Bachelor,Married,8996,3,4,3,No,24,No
803,53,Female,Research & Development,Laboratory Technician,Bachelor,Married,5959,16,3,2,No,23,No
804,18,Female,Sales,Sales Executive,Master,Married,3958,25,4,3,No,28,No
805,38,Female,Human Resources,HR Executive,Below College,Divorced,4584,6,1,1,No,28,No
806,54,Female,Research & Development,Research Scientist,College,Single,5346,15,4,1,No,24,No
807,52,Male,Research & Development,Manager,College,Single,10281,16,4,1,Yes,2,No
808,33,Male,Research & Development,Manager,Doctor,Single,3671,19,2,3,No,12,No
809,51,Male,Research & Development,Research Scientist,Doctor,Divorced,3995,24,2,3,Yes,22,No
810,24,Male,Sales,Sales Executive,Doctor,Single,5306,31,4,1,No,5,Yes
811,34,Female,Sales,Manager,College,Married,2138,4,3,1,No,3,No
812,45,Female,Research & Development,Senior Scientist,College,Married,4195,32,4,2,Yes,17,No
813,48,Male,Research & Development,Senior Scientist,College,Divorced,3441,6,4,2,No,11,Yes
814,53,Female,Research & Development,Research Scientist,College,Divorced,10061,30,1,1,No,2,No
815,36,Male,Human Resources,Manager,College,Divorced,6006,12,4,3,No,20,No
816,54,Male,Sales,Sales Executive,Master,Married,9418,34,1,2,Yes,9,Yes
817,39,Male,Research & Development,Laboratory Technician,Doctor,Single,5177,18,4,3,No,23,No
818,35,Male,Sales,Sales Executive,College,Divorced,5270,2,3,1,No,12,Yes
819,41,Female,Sales,Sales Executive,Below College,Married,4171,15,4,1,No,7,Yes
820,31,Male,Sales,Sales Executive,Doctor,Married,8205,3,4,3,No,21,No
821,44,Female,Research & Development,Senior Scientist,College,Single,8045,33,4,1,No,11,No
822,29,Female,Research & Development,Research Scientist,Bachelor,Divorced,7460,28,2,3,Yes,24,Yes
823,54,Male,Sales,Sales Representative,Master,Married,7120,16,2,3,Yes,1,No
824,32,Female,Research & Development,Research Scientist,Bachelor,Married,6700,29,2,2,Yes,24,No
825,30,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,5381,27,2,1,No,19,No
826,36,Male,Research & Development,Senior Scientist,Master,Divorced,8129,8,4,3,No,8,No
827,22,Male,Research & Development,Manager,College,Divorced,9223,28,4,2,Yes,21,Yes
828,18,Female,Sales,Manager,Bachelor,Divorced,12413,34,3,3,Yes,20,No
829,33,Male,Research & Development,Manager,Bachelor,Single,12133,25,3,2,Yes,4,Yes
830,49,Female,Research & Development,Research Scientist,Below College,Single,5340,10,1,1,No,24,No
831,44,Female,Sales,Manager,Bachelor,Single,6656,32,2,2,No,14,No
832,41,Male,Sales,Manager,Bachelor,Divorced,4867,12,1,3,No,3,No
833,40,Male,Sales,Sales Executive,Below College,Married,5484,26,3,3,Yes,1,Yes
834,57,Male,Sales,Sales Executive,Doctor,Married,2528,25,2,1,No,7,No
835,26,Female,Sales,Sales Executive,Master,Single,6723,28,2,3,No,2,No
836,18,Male,Research & Development,Manager,Bachelor,Divorced,6668,14,3,2,No,22,Yes
837,34,Male,Research & Development,Research Scientist,Master,Married,6186,6,2,3,No,16,No
838,37,Male,Research & Development,Manager,Doctor,Single,9010,11,2,3,Yes,6,Yes
839,26,Male,Research & Development,Senior Scientist,Master,Single,9181,14,1,3,No,9,No
840,31,Female,Sales,Sales Executive,Doctor,Married,10071,11,1,1,Yes,24,No
841,33,Female,Research & Development,Laboratory Technician,Master,Single,7135,20,3,2,No,16,Yes
842,40,Male,Research & Development,Manager,Below College,Single,4745,8,1,1,No,11,Yes
843,22,Male,Sales,Sales Executive,Below College,Single,2719,1,2,3,No,6,No
844,26,Female,Sales,Sales Executive,Master,Married,4509,17,3,3,No,17,No
845,58,Male,Sales,Sales Representative,Doctor,Divorced,8770,2,2,3,No,13,No
846,34,Female,Research & Development,Research Scientist,Below College,Divorced,7616,25,1,3,No,10,No
847,32,Male,Research & Development,Laboratory Technician,Below College,Single,5526,22,1,1,No,26,No
848,29,Female,Research & Development,Laboratory Technician,Bachelor,Single,3921,14,2,1,Yes,28,Yes
849,35,Female,Research & Development,Manager,Master,Married,5062,25,3,3,No,10,No
850,52,Male,Sales,Sales Executive,Bachelor,Divorced,9288,9,3,3,No,26,No
851,21,Male,Research & Development,Research Scientist,Below College,Single,2000,6,1,2,Yes,11,No
852,31,Female,Human Resources,Manager,College,Single,6409,3,4,3,No,10,No
853,36,Male,Research & Development,Laboratory Technician,Doctor,Divorced,11480,28,3,3,Yes,14,Yes
854,21,Male,Sales,Manager,College,Divorced,11084,6,3,3,Yes,28,Yes
855,37,Male,Research & Development,Manager,Doctor,Divorced,7464,27,3,2,Yes,5,No
856,57,Male,Research & Development,Laboratory Technician,Master,Married,3558,27,2,2,No,3,Yes
857,52,Male,Research & Development,Senior Scientist,Master,Single,5215,32,2,1,No,15,No
858,51,Female,Sales,Sales Executive,Master,Married,8881,34,2,3,No,1,Yes
859,53,Male,Sales,Sales Executive,Doctor,Married,5183,11,4,3,No,20,No
860,30,Male,Research & Development,Manager,College,Single,3194,6,2,2,Yes,8,No
861,40,Female,Sales,Manager,College,Single,9027,2,1,3,No,19,No
862,34,Female,Sales,Sales Representative,Master,Divorced,15322,9,3,2,No,25,No
863,38,Female,Research & Development,Laboratory Technician,Master,Divorced,7930,12,1,2,No,15,No
864,39,Female,Sales,Sales Representative,Doctor,Married,7989,4,1,2,No,12,No
865,43,Male,Research & Development,Senior Scientist,Doctor,Single,3778,34,3,1,Yes,26,No
866,49,Female,Sales,Sales Representative,Master,Married,12901,19,3,2,Yes,29,No
867,56,Female,Research & Development,Laboratory Technician,Master,Married,6794,33,4,1,No,7,No
868,50,Female,Research & Development,Research Scientist,Master,Single,2728,6,4,3,Yes,24,No
869,55,Female,Sales,Manager,Bachelor,Single,9546,11,4,3,Yes,18,No
870,30,Male,Sales,Manager,Doctor,Single,6805,12,2,2,Yes,2,Yes
871,59,Female,Research & Development,Manager,Below College,Single,6604,12,3,1,No,12,No
872,36,Male,Human Resources,HR Executive,Master,Married,4706,29,3,3,No,8,No
873,31,Male,Research & Development,Manager,Bachelor,Single,9022,12,4,3,Yes,7,No
874,59,Male,Sales,Manager,Doctor,Married,10022,24,1,1,No,16,No
875,42,Male,Sales,Sales Representative,Master,Married,5801,8,3,1,Yes,1,Yes
876,19,Male,Research & Development,Research Scientist,Bachelor,Married,6491,13,2,1,No,9,Yes
877,57,Female,Research & Development,Manager,College,Married,12109,31,4,1,No,12,No
878,42,Female,Sales,Sales Executive,Below College,Married,2000,22,2,2,No,28,Yes
879,51,Female,Research & Development,Manager,College,Married,3931,14,4,1,No,22,No
880,39,Male,Sales,Manager,Doctor,Married,10088,19,1,2,No,24,No
881,21,Female,Research & Development,Research Scientist,College,Married,7321,22,2,3,No,9,No
882,38,Male,Human Resources,HR Executive,Bachelor,Divorced,9142,3,1,3,Yes,29,No
883,39,Male,Research & Development,Senior Scientist,Master,Single,8329,15,2,3,No,12,No
884,49,Female,Research & Development,Senior Scientist,Doctor,Single,9636,34,1,1,Yes,29,No
885,29,Male,Research & Development,Manager,Doctor,Single,10923,14,2,2,No,17,No
886,40,Male,Sales,Sales Executive,Below College,Single,6998,18,1,1,Yes,27,No
887,52,Male,Research & Development,Laboratory Technician,College,Divorced,5844,3,4,3,No,25,No
888,24,Female,Research & Development,Laboratory Technician,Doctor,Divorced,6999,25,2,2,No,29,No
889,34,Female,Research & Development,Senior Scientist,Doctor,Married,2000,8,3,2,No,28,No
890,31,Female,Research & Development,Laboratory Technician,Below College,Single,2207,17,4,2,No,14,No
891,41,Female,Research & Development,Research Scientist,Master,Divorced,5117,8,3,2,Yes,29,No
892,41,Male,Research & Development,Senior Scientist,College,Divorced,8505,14,3,1,Yes,23,No
893,18,Male,Research & Development,Manager,College,Single,5781,4,4,3,No,28,Yes
894,57,Male,Research & Development,Senior Scientist,Doctor,Single,3923,22,2,2,No,28,Yes
895,23,Female,Sales,Manager,College,Single,5736,28,4,3,Yes,16,No
896,36,Male,Research & Development,Laboratory Technician,Master,Divorced,9906,1,1,2,No,7,No
897,28,Female,Research & Development,Research Scientist,Bachelor,Married,6849,16,4,1,No,14,No
898,43,Male,Research & Development,Research Scientist,College,Single,6662,26,2,2,Yes,5,Yes
899,20,Female,Sales,Sales Representative,Below College,Single,9266,33,2,1,No,12,Yes
900,42,Male,Research & Development,Research Scientist,Master,Single,2000,33,1,2,No,19,No
901,46,Female,Sales,Manager,Below College,Divorced,5146,6,2,1,Yes,11,No
902,43,Male,Research & Development,Research Scientist,Bachelor,Single,4562,2,1,1,No,22,Yes
903,30,Male,Research & Development,Research Scientist,Below College,Single,12811,9,4,1,No,27,No
904,20,Female,Research & Development,Senior Scientist,Below College,Married,3008,30,3,3,Yes,24,No
905,20,Female,Research & Development,Research Scientist,Bachelor,Divorced,8584,32,1,3,No,11,No
906,23,Female,Research & Development,Manager,Doctor,Married,6923,34,4,1,No,4,No
907,28,Female,Research & Development,Senior Scientist,Master,Divorced,6064,2,4,3,No,10,No
908,49,Female,Sales,Manager,Bachelor,Single,10785,12,2,3,No,28,No
909,54,Male,Research & Development,Senior Scientist,Below College,Divorced,6805,30,3,1,No,19,No
910,42,Female,Research & Development,Manager,Master,Divorced,5452,28,3,3,No,15,No
911,28,Female,Research & Development,Manager,Doctor,Single,5374,25,4,1,No,16,No
912,21,Female,Research & Development,Research Scientist,Below College,Divorced,4609,5,4,1,No,5,No
913,58,Female,Sales,Sales Representative,Doctor,Married,4760,12,2,3,No,21,No
914,23,Female,Research & Development,Research Scientist,Bachelor,Single,12323,32,3,1,No,8,Yes
915,19,Female,Sales,Sales Representative,Below College,Divorced,3263,31,3,1,No,20,No
916,34,Female,Research & Development,Manager,Bachelor,Single,4454,26,4,2,No,16,No
917,34,Female,Research & Development,Manager,Bachelor,Divorced,3586,32,3,3,No,25,No
918,23,Female,Research & Development,Senior Scientist,Bachelor,Single,2722,24,1,3,Yes,11,No
919,33,Male,Research & Development,Research Scientist,Bachelor,Married,8080,25,4,1,No,28,No
920,59,Male,Sales,Sales Representative,Bachelor,Single,5167,20,4,3,No,2,No
921,45,Female,Research & Development,Senior Scientist,College,Divorced,13613,26,2,1,No,17,Yes
922,18,Male,Human Resources,HR Executive,College,Divorced,5726,6,4,3,No,18,No
923,48,Male,Research & Development,Research Scientist,Below College,Divorced,2992,26,2,1,Yes,23,Yes
924,20,Female,Research & Development,Manager,Below College,Divorced,8696,9,1,2,Yes,17,No
925,29,Male,Sales,Sales Representative,Below College,Single,6110,28,1,3,No,6,No
926,51,Male,Sales,Manager,Below College,Single,5618,29,1,1,No,21,No
927,22,Female,Research & Development,Laboratory Technician,Master,Divorced,9886,16,4,1,No,20,No
928,23,Female,Sales,Sales Representative,Master,Single,3446,31,2,2,No,20,No
929,39,Female,Research & Development,Laboratory Technician,Bachelor,Single,4776,20,3,1,No,18,No
930,21,Female,Sales,Sales Executive,College,Single,2994,8,2,3,No,5,No
931,54,Female,Research & Development,Laboratory Technician,Below College,Divorced,8633,4,4,3,No,9,No
932,41,Female,Research & Development,Manager,College,Single,2313,12,4,3,Yes,15,Yes
933,57,Female,Sales,Sales Executive,Master,Divorced,3851,4,1,3,Yes,11,No
934,35,Female,Sales,Sales Executive,Master,Single,5249,14,3,2,No,6,No
935,30,Female,Sales,Manager,College,Divorced,5203,19,2,1,No,17,Yes
936,56,Female,Sales,Sales Executive,Bachelor,Married,7986,25,4,1,No,28,Yes
937,40,Female,Research & Development,Laboratory Technician,Master,Single,4702,32,3,3,No,9,Yes
938,53,Female,Research & Development,Manager,Master,Married,4713,17,4,3,No,23,Yes
939,36,Male,Research & Development,Senior Scientist,Below College,Divorced,3330,1,1,1,No,20,No
940,32,Female,Research & Development,Research Scientist,Below College,Divorced,3796,11,1,2,No,12,Yes
941,57,Male,Research & Development,Senior Scientist,Bachelor,Divorced,4330,1,1,3,No,22,No
942,47,Female,Research & Development,Research Scientist,Bachelor,Married,5966,20,4,2,No,11,No
943,41,Male,Research & Development,Laboratory Technician,Master,Married,8266,1,4,2,No,17,No
944,38,Female,Sales,Sales Representative,College,Divorced,9453,12,4,1,No,24,Yes
945,58,Male,Sales,Sales Executive,College,Divorced,4957,7,1,1,Yes,28,Yes
946,34,Male,Human Resources,Manager,College,Single,5362,23,3,1,Yes,19,No
947,49,Male,Research & Development,Manager,Bachelor,Married,2785,3,1,3,No,2,Yes
948,27,Male,Research & Development,Manager,Doctor,Divorced,5484,12,2,3,No,3,No
949,19,Female,Research & Development,Laboratory Technician,College,Single,9473,28,3,1,Yes,23,No
950,27,Male,Human Resources,Manager,Doctor,Married,5753,2,2,2,No,10,No
951,39,Male,Research & Development,Senior Scientist,College,Single,10508,21,1,3,No,13,No
952,38,Female,Research & Development,Laboratory Technician,College,Divorced,2029,29,3,3,No,23,No
953,37,Female,Sales,Sales Representative,Doctor,Divorced,2086,13,3,3,Yes,24,No
954,31,Male,Research & Development,Research Scientist,College,Divorced,5483,3,4,3,No,8,No
955,44,Male,Sales,Manager,Master,Single,6499,17,2,1,No,8,Yes
956,38,Male,Research & Development,Laboratory Technician,Master,Divorced,9304,24,3,2,Yes,10,No
957,22,Female,Research & Development,Laboratory Technician,Master,Single,3893,11,3,3,No,5,No
958,54,Male,Research & Development,Manager,Bachelor,Married,7031,7,2,3,No,16,No
959,30,Male,Research & Development,Laboratory Technician,Master,Single,3150,2,4,2,Yes,10,Yes
960,26,Male,Sales,Sales Executive,Below College,Divorced,9616,14,2,3,Yes,23,Yes
961,52,Female,Research & Development,Manager,College,Single,3957,18,3,3,No,14,No
962,53,Male,Research & Development,Manager,Doctor,Single,5236,19,1,1,No,20,No
963,49,Male,Research & Development,Senior Scientist,Below College,Single,6794,1,4,1,No,20,No
964,22,Male,Research & Development,Research Scientist,Bachelor,Single,2320,13,1,2,No,18,No
965,52,Male,Research & Development,Laboratory Technician,College,Single,6554,13,2,3,No,5,No
966,43,Female,Research & Development,Manager,College,Divorced,7292,31,1,2,No,22,Yes
967,35,Female,Research & Development,Senior Scientist,Master,Single,8234,14,3,1,No,22,Yes
968,33,Male,Sales,Sales Executive,Below College,Married,9416,31,4,3,No,14,No
969,18,Male,Research & Development,Senior Scientist,Below College,Single,9520,27,3,1,No,21,No
970,55,Male,Research & Development,Manager,College,Divorced,2111,5,1,1,No,9,No
971,58,Male,Human Resources,HR Executive,Doctor,Divorced,6860,18,2,2,No,13,No
972,50,Female,Research & Development,Manager,College,Married,2000,16,4,2,No,22,No
